iter	Accuracy	Logloss
184	0.8369060678	0.3607779283
185	0.8369060678	0.3605844026
186	0.8360860591	0.3602937431
187	0.8360860591	0.3597622366
188	0.8369060678	0.3592076108
189	0.8390229603	0.3588185804
190	0.8390229603	0.358494331
191	0.8369060678	0.358041917
192	0.8369060678	0.3578004184
193	0.8382029516	0.3574408088
194	0.839842969	0.3571921224
195	0.8411398528	0.3570632279
196	0.840319844	0.356777548
197	0.8406629778	0.356346824
198	0.8401861028	0.3557374997
199	0.8414829865	0.3553343707
200	0.8427798702	0.3551756909
201	0.8427798702	0.35498719
202	0.8414829865	0.3546486545
203	0.8427798702	0.3542607615
204	0.8401861028	0.3539750719
205	0.8359523179	0.3536572511
206	0.8364291929	0.3533991316
207	0.8364291929	0.3531552741
208	0.8364291929	0.3528782042
209	0.8390229603	0.3526179014
210	0.8390229603	0.3523108134
211	0.8377260766	0.3520134721
212	0.8390229603	0.3517835908
213	0.8385460853	0.35160583
214	0.8385460853	0.3515162668
215	0.8385460853	0.3513226705
216	0.8385460853	0.3511596323
217	0.8393660941	0.3507094152
218	0.8393660941	0.3505988581
219	0.8406629778	0.3502215011
220	0.8393660941	0.3498070569
221	0.8372492016	0.3495017541
222	0.8385460853	0.3493570277
223	0.8385460853	0.3491031698
224	0.8385460853	0.3486759589
225	0.8385460853	0.348310924
226	0.8411398528	0.3480802869
227	0.8432567452	0.3477261768
228	0.8419598615	0.3474811842
229	0.8432567452	0.3471594512
230	0.844076754	0.3468511844
231	0.8448967627	0.3465992785
232	0.8448967627	0.3463486446
233	0.8448967627	0.3460203623
234	0.8448967627	0.3457315197
235	0.8461936464	0.3455066387
236	0.8461936464	0.3452621403
237	0.8461936464	0.345110648
238	0.8448967627	0.3448509259
239	0.844076754	0.3443185934
240	0.8448967627	0.3442162726
241	0.8444198877	0.3437363701
242	0.843599879	0.3434878147
243	0.843599879	0.3432018143
244	0.8444198877	0.3429030969
245	0.8444198877	0.3428406703
246	0.8444198877	0.3426254704
247	0.8444198877	0.3422279282
248	0.8444198877	0.3420228449
249	0.8457167714	0.3416202546
250	0.8457167714	0.3415495364
251	0.8457167714	0.3413397374
252	0.8457167714	0.3409651723
253	0.8465367802	0.3406840904
254	0.8478336639	0.3402786412
255	0.8465367802	0.3398966383
256	0.8460599052	0.3397079851
257	0.8465367802	0.3394318046
258	0.8473567889	0.3391748051
259	0.8460599052	0.3390251902
260	0.8452398965	0.3387882784
261	0.8468799139	0.3383639917
262	0.8465367802	0.3379815664
263	0.8457167714	0.3375978281
264	0.8457167714	0.3373815844
265	0.8457167714	0.3371441477
266	0.8465367802	0.3367929066
267	0.8465367802	0.3366915948
268	0.8473567889	0.3363475905
269	0.8465367802	0.3361831745
270	0.8465367802	0.3360313431
271	0.8473567889	0.3358532954
272	0.8468799139	0.3356820072
273	0.8473567889	0.3354083203
274	0.8476999227	0.3351104719
275	0.8485199314	0.3346405854
276	0.8493399402	0.3344643224
277	0.8485199314	0.3342641034
278	0.8506368239	0.3337640651
279	0.8506368239	0.3335681006
280	0.8506368239	0.3332919903
281	0.8506368239	0.3331129232
282	0.8506368239	0.3326479528
283	0.8519337076	0.3323485464
284	0.8519337076	0.3322455256
285	0.8519337076	0.3317826434
286	0.8519337076	0.3314731754
287	0.8527537163	0.3311800142
288	0.8527537163	0.3308279092
289	0.8519337076	0.3306228529
290	0.8527537163	0.3303513476
291	0.8532305913	0.3300077752
292	0.8527537163	0.3297611611
293	0.8519337076	0.3296329414
294	0.8548706088	0.3293749506
295	0.8548706088	0.3292569483
296	0.8540506001	0.3290598802
297	0.8527537163	0.328870653
298	0.8527537163	0.3287405743
299	0.8535737251	0.3284865951
300	0.8535737251	0.3282681676
301	0.8556906175	0.3279512852
302	0.8565106263	0.3275657058
303	0.85780751	0.3272304057
304	0.8565106263	0.3270240022
305	0.8581506438	0.326726026
306	0.8581506438	0.3265478681
307	0.857330635	0.3263010759
308	0.8586275187	0.3260379655
309	0.8586275187	0.3259349131
310	0.8569875013	0.3257151416
311	0.85780751	0.3256024917
312	0.8586275187	0.3253948362
313	0.8586275187	0.3252149517
314	0.8569875013	0.3250413733
315	0.85780751	0.3248783012
316	0.85780751	0.3246971395
317	0.85780751	0.3244462637
318	0.8561674925	0.3242198396
319	0.85780751	0.3240821299
320	0.85780751	0.323961922
321	0.85780751	0.3237664597
322	0.85780751	0.3235761187
323	0.85780751	0.3234093985
324	0.8586275187	0.3231052997
325	0.8586275187	0.3229005989
326	0.8586275187	0.3226730175
327	0.8594475275	0.3224898997
328	0.8594475275	0.3223636801
329	0.8602675362	0.3222324817
330	0.8594475275	0.3220663559
331	0.8602675362	0.3218785619
332	0.8602675362	0.3215221098
333	0.8594475275	0.3211805127
334	0.861087545	0.3209698734
335	0.8619075537	0.3208627855
336	0.861087545	0.320633066
337	0.8627275625	0.3203930572
338	0.861087545	0.3201400568
339	0.861087545	0.3200566397
340	0.861087545	0.3196977321
341	0.861087545	0.3193947465
342	0.8602675362	0.3191211749
343	0.8602675362	0.3189785193
344	0.8589706525	0.3187588492
345	0.8589706525	0.3185683807
346	0.8602675362	0.3183577157
347	0.8602675362	0.3180920755
348	0.8602675362	0.3177446442
349	0.8619075537	0.317616865
350	0.8619075537	0.3174762749
351	0.8619075537	0.3171591831
352	0.8627275625	0.3167166604
353	0.8619075537	0.3165393044
354	0.8627275625	0.3163656508
355	0.8635475712	0.3161983641
356	0.8635475712	0.3159295483
357	0.8635475712	0.3157653148
358	0.8627275625	0.315549609
359	0.8627275625	0.3153694869
360	0.8627275625	0.3151552444
361	0.8627275625	0.3150288745
362	0.8619075537	0.3148734729
363	0.8627275625	0.3145491182
364	0.86061067	0.3142499407
365	0.86061067	0.3139434201
366	0.8619075537	0.3136759367
367	0.8619075537	0.3134664441
368	0.86061067	0.3132087505
369	0.8619075537	0.3129710113
370	0.8619075537	0.312637398
371	0.8619075537	0.3124596247
372	0.8619075537	0.3122558133
373	0.861087545	0.3119018055
374	0.8619075537	0.3117250639
375	0.8619075537	0.3115590294
376	0.861087545	0.3114456166
377	0.8619075537	0.3112835706
378	0.8619075537	0.3110973117
379	0.8619075537	0.3109337291
380	0.8619075537	0.3106429761
381	0.8619075537	0.310544365
382	0.8640244462	0.3103225362
383	0.8640244462	0.3100397276
384	0.8640244462	0.3096791487
385	0.8640244462	0.3096585428
386	0.8640244462	0.3094077023
387	0.8648444549	0.3092455402
388	0.8656644637	0.3090475367
389	0.8648444549	0.3087603401
390	0.8648444549	0.3084453063
391	0.8648444549	0.3083218767
392	0.8648444549	0.3082107792
393	0.8656644637	0.3080413392
394	0.8656644637	0.3076862368
395	0.8656644637	0.3074853152
396	0.8656644637	0.3073244443
397	0.8656644637	0.3071226354
398	0.8669613474	0.3068537913
399	0.8669613474	0.3066230816
400	0.8661413386	0.3064967462
401	0.8669613474	0.3063278067
402	0.8669613474	0.3062017544
403	0.8669613474	0.3061136993
404	0.8682582311	0.3058844636
405	0.8690782398	0.3056507118
406	0.8690782398	0.305417076
407	0.8690782398	0.3053572151
408	0.8690782398	0.3051465089
409	0.8677813561	0.3050010747
410	0.8690782398	0.3047056736
411	0.8690782398	0.3045435726
412	0.8682582311	0.3042187977
413	0.8690782398	0.3040196047
414	0.8690782398	0.3037819885
415	0.8690782398	0.3034164578
416	0.8690782398	0.303231558
417	0.8690782398	0.3030470192
418	0.8690782398	0.3027735272
419	0.8669613474	0.3026080271
420	0.8669613474	0.3024778261
421	0.8677813561	0.3023302015
422	0.8677813561	0.3020973705
423	0.8677813561	0.301931619
424	0.8677813561	0.301734216
425	0.8690782398	0.3015838854
426	0.8690782398	0.3013022952
427	0.8690782398	0.3010877676
428	0.8690782398	0.3009696777
429	0.8690782398	0.3008593206
430	0.8690782398	0.3005876576
431	0.8690782398	0.3003557158
432	0.8690782398	0.3002477964
433	0.8690782398	0.3000961436
434	0.8690782398	0.2999806167
435	0.8703751235	0.2998052893
436	0.8698982486	0.2996633838
437	0.8698982486	0.2995064815
438	0.8698982486	0.2993740624
439	0.8711951323	0.2991061839
440	0.8711951323	0.2989550314
