iter	Logloss
266	0.1565725515
267	0.1559789966
268	0.1556670743
269	0.155168232
270	0.1548844074
271	0.1541550181
272	0.153764439
273	0.1534416277
274	0.1530292423
275	0.1527420585
276	0.152521518
277	0.1521685165
278	0.1519863934
279	0.1515714316
280	0.1512189141
281	0.1510074548
282	0.1506635204
283	0.1503654334
284	0.1499225589
285	0.1496896064
286	0.1491143136
287	0.1486316837
288	0.1483504782
289	0.147997434
290	0.1476013749
291	0.1473324248
292	0.1469164666
293	0.1465468542
294	0.1460836821
295	0.1454686055
296	0.1450424274
297	0.1448578702
298	0.1443457903
299	0.1441055358
300	0.1434674287
301	0.1429719314
302	0.1424583854
303	0.14213946
304	0.1420450036
305	0.1414031387
306	0.1412404734
307	0.1409093494
308	0.1404290112
309	0.1399329018
310	0.1394463149
311	0.1386659254
312	0.1382455975
313	0.1377963604
314	0.1373542972
315	0.1368884776
316	0.1365577807
317	0.1361868872
318	0.1359584895
319	0.1354101985
320	0.135082747
321	0.1347379015
322	0.1344864022
323	0.1342412939
324	0.1339577113
325	0.133363886
326	0.1331703188
327	0.1328510375
328	0.1324787063
329	0.1321504292
330	0.1317659423
331	0.1313229823
332	0.1308541451
333	0.1303836995
334	0.1298203348
335	0.1294674756
336	0.129101564
337	0.1286758556
338	0.127952715
339	0.1273877845
340	0.1272528753
341	0.1270577566
342	0.1268900098
343	0.1265059498
344	0.1260407708
345	0.1256597854
346	0.1249847839
347	0.1247586922
348	0.124528316
349	0.1240230827
350	0.1235846064
351	0.1231015922
352	0.1228232193
353	0.1224710291
354	0.1220175076
355	0.1216901415
356	0.1213232904
357	0.120837344
358	0.1204459821
359	0.1199844753
360	0.1193217293
361	0.1189037642
362	0.1184981968
363	0.1180806444
364	0.1176911116
365	0.1170892085
366	0.1167136605
367	0.1163733841
368	0.1160463738
369	0.1157138834
370	0.1153436589
371	0.1150304982
372	0.1147557549
373	0.1145214003
374	0.1140771807
375	0.1136929713
376	0.113344482
377	0.1128606494
378	0.1125249279
379	0.1119706302
380	0.1117647648
381	0.1114187593
382	0.111185088
383	0.1107069418
384	0.1104792915
385	0.110235756
386	0.1100338904
387	0.1097774235
388	0.1095578153
389	0.1095161312
390	0.1093107925
391	0.1088881658
392	0.1085582731
393	0.1083336759
394	0.1081296823
395	0.1076310322
396	0.1071038501
397	0.1069524295
398	0.1065131989
399	0.1061442697
400	0.1058325608
401	0.1056511351
402	0.1054941135
403	0.1050600356
404	0.1049333607
405	0.1044322837
406	0.1041267381
407	0.1039074715
408	0.1037710322
409	0.1033014264
410	0.1029947421
411	0.1028071389
412	0.1026820867
413	0.1024485435
414	0.1021583635
415	0.1018135679
416	0.10155145
417	0.101131179
418	0.1009018206
419	0.1005202872
420	0.1002427398
421	0.1000691
422	0.09998025184
423	0.0996677886
424	0.09928590648
425	0.09870662822
426	0.09827200227
427	0.09784941111
428	0.09750694986
429	0.09715746416
430	0.09688931115
431	0.0965925337
432	0.09626839864
433	0.0960104727
434	0.09563456883
435	0.09549860633
436	0.09510374998
437	0.09453827863
438	0.09406381191
439	0.09375420968
440	0.09341099404
441	0.09285689559
442	0.09280236541
443	0.09247368972
444	0.09232120874
445	0.09200031189
446	0.09158174182
447	0.09133327433
448	0.09081526602
449	0.09056204439
450	0.09041751306
451	0.09018783436
452	0.08972775103
453	0.08952100319
454	0.08916763875
455	0.08884454988
456	0.08868668136
457	0.08862204508
458	0.08848575519
459	0.08812399985
460	0.08792431916
461	0.08742403921
462	0.08728661773
463	0.0870102375
464	0.08649888355
465	0.08634536349
466	0.08582294978
467	0.08533318158
468	0.08510287659
469	0.08477926818
470	0.08453967554
471	0.08440996885
472	0.08402795151
473	0.08383269757
474	0.08352626952
475	0.08320984213
476	0.08288880294
477	0.08259308592
478	0.08238546269
479	0.08205049561
480	0.08164294971
481	0.08150895861
482	0.0812098895
483	0.08103188708
484	0.08064275277
485	0.08021417624
486	0.08009527311
487	0.07967566395
488	0.07956194908
489	0.07929877083
490	0.07891884587
491	0.0787633473
492	0.07843946133
493	0.07832973196
494	0.07802258509
495	0.0776814903
496	0.07742875263
497	0.0771857225
498	0.0768773444
499	0.07671040175
500	0.07645865334
501	0.07623466821
502	0.07584295756
503	0.07565817979
504	0.07547742311
505	0.07527328008
506	0.07507223293
507	0.07487358419
508	0.07462167209
509	0.07450110359
510	0.07418684687
511	0.07411236071
512	0.07385400064
513	0.07365237702
514	0.07340240073
515	0.07328756138
