iter	Accuracy	Logloss
94	0.827484748	0.3964136368
95	0.8266647393	0.3949994662
96	0.827484748	0.3939749287
97	0.827961623	0.3931000973
98	0.8300785155	0.3920949402
99	0.8313753992	0.3915963848
100	0.831718533	0.3909695306
101	0.8296016405	0.3901764363
102	0.8296016405	0.3895855208
103	0.8283047568	0.3889916733
104	0.8300785155	0.3884592768
105	0.8308985242	0.3875546839
106	0.8308985242	0.3871006266
107	0.8338354254	0.3861999449
108	0.8338354254	0.3852678247
109	0.8338354254	0.3847947259
110	0.8343123004	0.3839008893
111	0.8356091841	0.3833185858
112	0.8377260766	0.3824888802
113	0.8377260766	0.3819083487
114	0.8377260766	0.3813205568
115	0.8369060678	0.3808631525
116	0.8347891754	0.3799887407
117	0.8372492016	0.3793319027
118	0.8364291929	0.3788885733
119	0.8369060678	0.3783248926
120	0.8369060678	0.3773774032
121	0.8382029516	0.3770234532
122	0.8377260766	0.3764154502
123	0.8406629778	0.3757377279
124	0.8390229603	0.3751330975
125	0.8369060678	0.3744181409
126	0.8364291929	0.3739581847
127	0.8356091841	0.3736755512
128	0.8356091841	0.3730061161
129	0.8385460853	0.3726677772
130	0.8380692103	0.3716642302
131	0.8393660941	0.3708672072
132	0.8380692103	0.3704961668
133	0.8380692103	0.3702943745
134	0.839842969	0.3696784395
135	0.839842969	0.3692178694
136	0.839842969	0.3685895055
137	0.8390229603	0.3681513654
138	0.839842969	0.3676876578
139	0.8406629778	0.3670241648
140	0.8393660941	0.366822858
141	0.8401861028	0.3663904262
142	0.8401861028	0.3661292696
143	0.8401861028	0.3656729008
144	0.8401861028	0.3651343161
145	0.8388892191	0.3645908726
146	0.8388892191	0.3644992436
147	0.8401861028	0.364176914
148	0.8401861028	0.3633957627
149	0.8397092278	0.3631035422
150	0.8410061115	0.3626439107
151	0.8418261203	0.3623189802
152	0.8392323529	0.3620177247
153	0.8405292366	0.3617767743
154	0.8400523616	0.361200006
155	0.8392323529	0.3608614387
156	0.8405292366	0.3605044926
157	0.8405292366	0.3595516605
158	0.8413492453	0.3594987172
159	0.842646129	0.359207009
160	0.8413492453	0.3586507181
161	0.8413492453	0.3582756111
162	0.8413492453	0.3581207619
163	0.8413492453	0.3576289325
164	0.8405292366	0.3572849006
165	0.8405292366	0.3570154598
166	0.8405292366	0.3566022921
167	0.8405292366	0.3564912277
168	0.8400523616	0.3559321521
169	0.8400523616	0.3557222099
170	0.8400523616	0.3552902772
171	0.8400523616	0.3544608026
172	0.8400523616	0.3541874034
173	0.8400523616	0.3535966142
174	0.8400523616	0.3533515583
175	0.8400523616	0.3526438647
176	0.8400523616	0.3523063158
177	0.8413492453	0.351752164
178	0.8400523616	0.3513948771
179	0.8413492453	0.3508916267
180	0.8408723703	0.3503268682
181	0.8400523616	0.3500463475
182	0.8416923791	0.3497481774
183	0.8408723703	0.3495340384
184	0.8408723703	0.3494525065
185	0.8408723703	0.3491514785
186	0.8408723703	0.3489189847
187	0.8408723703	0.3486015608
188	0.8408723703	0.3482777499
189	0.8421692541	0.3478956261
190	0.8408723703	0.3474440978
191	0.8400523616	0.3470967213
192	0.8413492453	0.3468933208
193	0.8408723703	0.3465650936
194	0.8413492453	0.3462956011
195	0.8413492453	0.3459318992
196	0.8392323529	0.3457211298
197	0.8405292366	0.3452533713
198	0.842646129	0.3446940562
199	0.8418261203	0.3443145271
200	0.842646129	0.344015566
201	0.8421692541	0.3437870407
202	0.8421692541	0.3435929572
203	0.8439430127	0.3434319096
204	0.8439430127	0.3431525191
205	0.8439430127	0.3430000354
206	0.8439430127	0.3428787338
207	0.8439430127	0.3425974663
208	0.8439430127	0.3422368558
209	0.8439430127	0.3419524859
210	0.8439430127	0.341567427
211	0.8434661378	0.3412285748
212	0.8434661378	0.3409601859
213	0.8442861465	0.3408155235
214	0.8442861465	0.3406482759
215	0.8434661378	0.3404103178
216	0.8455830302	0.3402710122
217	0.8455830302	0.3400255296
218	0.8447630215	0.3398243211
219	0.8455830302	0.3395689519
220	0.8455830302	0.3392447352
221	0.8447630215	0.3387791624
222	0.8460599052	0.3384989101
223	0.8460599052	0.3381427203
224	0.8447630215	0.337752387
225	0.8439430127	0.3373265556
226	0.8421692541	0.3368615764
227	0.8434661378	0.336666287
228	0.8434661378	0.3364791478
229	0.8455830302	0.3360279517
230	0.8447630215	0.3356708655
231	0.8455830302	0.3354120615
232	0.8434661378	0.3352339943
233	0.8434661378	0.3349235575
234	0.8434661378	0.3344543322
235	0.8434661378	0.3342171665
236	0.8434661378	0.3340529201
237	0.8439430127	0.3335912558
238	0.8434661378	0.3330217162
239	0.8447630215	0.3327897849
240	0.8447630215	0.3323956362
241	0.8447630215	0.3322616169
242	0.8447630215	0.3320784741
243	0.8455830302	0.3316975419
244	0.8468799139	0.3312145945
245	0.8476999227	0.3308638761
246	0.8476999227	0.3305050684
247	0.8476999227	0.3302441492
248	0.8468799139	0.3300925092
249	0.8468799139	0.3298431352
250	0.8468799139	0.3296892706
251	0.8468799139	0.3294028354
252	0.8468799139	0.3290601903
253	0.8468799139	0.3288430413
254	0.8468799139	0.3285144593
255	0.8468799139	0.3282680551
256	0.8468799139	0.327995639
257	0.8468799139	0.3278353007
258	0.8468799139	0.327636327
259	0.8481767977	0.3274943135
260	0.8481767977	0.3274303563
261	0.8489968064	0.3268619226
262	0.8489968064	0.3264749185
263	0.8489968064	0.3263175063
264	0.8489968064	0.3260725399
265	0.8481767977	0.3258789398
266	0.8481767977	0.3255886544
267	0.8481767977	0.3253161982
268	0.8481767977	0.3250745377
269	0.8489968064	0.324949972
270	0.8489968064	0.3246574459
271	0.8489968064	0.3243744909
272	0.8498168151	0.3239956716
273	0.8498168151	0.3237954384
274	0.8485199314	0.3234008292
275	0.8489968064	0.3230837507
276	0.8476999227	0.3228439314
277	0.8489968064	0.3225292558
278	0.8489968064	0.3223045553
279	0.8489968064	0.3222266023
280	0.8476999227	0.3219467904
281	0.8476999227	0.3217497933
282	0.8493399402	0.3213918706
283	0.8485199314	0.3212397194
284	0.8493399402	0.3209577174
285	0.8501599489	0.3205729154
286	0.8493399402	0.3203976682
287	0.8498168151	0.3202113331
288	0.8498168151	0.3198115464
289	0.8498168151	0.3194378356
290	0.8498168151	0.3191651291
291	0.8498168151	0.3189037056
292	0.8511136989	0.3185209286
293	0.8519337076	0.3183316695
294	0.8519337076	0.3180965763
295	0.8519337076	0.3178289979
296	0.8519337076	0.3175362912
297	0.8519337076	0.3172589536
298	0.8506368239	0.3170150047
299	0.8506368239	0.3169434823
300	0.8532305913	0.3166146413
301	0.8532305913	0.3163681528
302	0.8532305913	0.3162293164
303	0.8548706088	0.3159680218
304	0.8548706088	0.3157273797
305	0.8548706088	0.3155235742
306	0.8548706088	0.3152400282
307	0.8548706088	0.3150204172
308	0.8561674925	0.3146862264
309	0.8561674925	0.3144739121
310	0.8561674925	0.3142408689
311	0.8561674925	0.314193042
312	0.8548706088	0.3138722373
313	0.8561674925	0.3136091813
314	0.8561674925	0.3134575918
315	0.8548706088	0.3132477874
316	0.8561674925	0.3129175294
317	0.8561674925	0.3127017463
318	0.8561674925	0.3124845924
319	0.8561674925	0.3122088872
320	0.8561674925	0.3120599744
321	0.8574643762	0.3117198838
322	0.8574643762	0.3112673385
323	0.8574643762	0.3109891715
324	0.8574643762	0.3108620752
325	0.858284385	0.3106420445
326	0.858284385	0.3101817964
327	0.858284385	0.3100542419
328	0.8595812687	0.3097437041
329	0.8595812687	0.3095145508
330	0.8595812687	0.3092213462
331	0.8595812687	0.3090093583
332	0.8595812687	0.3087367415
333	0.8595812687	0.3084540695
334	0.8595812687	0.3082058207
335	0.8595812687	0.3079523663
336	0.8595812687	0.3077004
337	0.8595812687	0.3075385829
338	0.8595812687	0.3073879612
