iter	Passed	Remaining
602	9352	68197
603	9368	68187
604	9388	68202
605	9398	68149
606	9412	68117
607	9431	68130
608	9449	68132
609	9463	68108
610	9474	68058
611	9482	67992
612	9496	67960
613	9512	67949
614	9531	67962
615	9545	67933
616	9558	67898
617	9570	67857
618	9589	67872
619	9606	67867
620	9620	67839
621	9631	67793
622	9643	67751
623	9652	67694
624	9665	67661
625	9681	67649
626	9690	67585
627	9711	67606
628	9723	67566
629	9735	67530
630	9754	67536
631	9772	67543
632	9784	67505
633	9801	67498
634	9816	67478
635	9826	67424
636	9843	67420
637	9854	67374
638	9862	67307
639	9879	67302
640	9892	67274
641	9906	67245
642	9917	67202
643	9928	67154
644	9943	67134
645	9964	67161
646	9977	67130
647	9988	67082
648	9998	67034
649	10016	67032
650	10025	66976
651	10031	66899
652	10051	66912
653	10063	66872
654	10080	66870
655	10096	66855
656	10107	66817
657	10119	66778
658	10129	66726
659	10144	66707
660	10155	66664
661	10163	66600
662	10180	66595
663	10197	66594
664	10210	66561
665	10218	66494
666	10228	66446
667	10240	66412
668	10252	66371
669	10265	66340
670	10275	66293
671	10290	66277
672	10308	66279
673	10327	66288
674	10341	66261
675	10350	66204
676	10369	66216
677	10385	66206
678	10402	66197
679	10421	66206
680	10435	66183
681	10449	66160
682	10466	66157
683	10475	66100
684	10486	66056
685	10509	66092
686	10522	66062
687	10534	66024
688	10546	65986
689	10553	65921
690	10566	65889
691	10581	65874
692	10595	65849
693	10616	65868
694	10628	65833
695	10641	65806
696	10650	65749
697	10658	65688
698	10668	65645
699	10690	65670
700	10707	65667
701	10716	65610
702	10726	65563
703	10738	65531
704	10756	65530
705	10773	65523
706	10788	65510
707	10799	65466
708	10809	65422
709	10825	65408
710	10838	65384
711	10852	65360
712	10864	65323
713	10874	65279
714	10894	65291
715	10912	65291
716	10923	65254
717	10941	65251
718	10960	65257
719	10973	65231
720	10982	65179
721	11003	65198
722	11021	65201
723	11034	65171
724	11044	65124
725	11065	65142
726	11073	65087
727	11084	65044
728	11101	65041
729	11112	64998
730	11121	64951
731	11138	64945
732	11161	64973
733	11181	64984
734	11197	64975
735	11212	64961
736	11221	64907
737	11238	64902
738	11252	64880
739	11268	64870
740	11281	64841
741	11288	64777
742	11299	64739
743	11308	64689
744	11329	64708
745	11338	64656
746	11356	64658
747	11370	64635
748	11377	64573
749	11391	64549
750	11406	64534
751	11413	64471
752	11430	64470
753	11443	64442
754	11462	64447
755	11478	64436
756	11498	64449
757	11508	64404
758	11530	64428
759	11543	64400
760	11554	64364
761	11565	64325
762	11570	64254
763	11576	64187
764	11591	64169
765	11603	64135
766	11615	64106
767	11634	64110
768	11644	64069
769	11656	64037
770	11670	64014
771	11678	63959
772	11693	63943
773	11701	63888
774	11712	63854
775	11719	63793
776	11727	63740
777	11737	63698
778	11753	63685
779	11770	63681
780	11786	63673
781	11799	63644
782	11807	63589
783	11822	63574
784	11834	63543
785	11846	63513
786	11858	63478
787	11868	63440
788	11880	63410
789	11887	63352
790	11897	63310
791	11909	63275
792	11917	63221
793	11925	63170
794	11939	63153
795	11953	63132
796	11971	63130
797	11981	63089
798	11988	63033
799	12002	63011
800	12017	62995
801	12025	62948
802	12034	62897
803	12056	62921
804	12080	62952
805	12093	62927
806	12103	62888
807	12126	62912
808	12140	62892
809	12157	62891
810	12179	62908
811	12192	62884
812	12202	62844
813	12224	62863
814	12245	62879
815	12260	62864
816	12285	62899
817	12305	62911
818	12328	62935
819	12341	62911
820	12354	62885
821	12373	62892
822	12386	62864
823	12399	62840
824	12417	62840
825	12434	62833
826	12448	62816
827	12457	62768
828	12464	62715
829	12473	62668
830	12482	62623
831	12499	62617
832	12514	62601
833	12527	62575
834	12540	62553
835	12548	62501
836	12563	62488
837	12576	62462
838	12588	62433
839	12604	62424
840	12626	62440
841	12644	62442
842	12658	62423
843	12669	62387
844	12678	62344
845	12697	62346
846	12707	62305
847	12719	62277
848	12737	62275
849	12747	62235
850	12765	62237
851	12780	62223
852	12798	62220
853	12816	62222
854	12836	62230
855	12846	62192
856	12856	62154
857	12866	62112
858	12883	62109
859	12894	62072
860	12911	62068
861	12932	62080
862	12947	62065
863	12969	62084
864	12984	62070
865	12994	62032
866	13005	61998
867	13017	61970
868	13041	61997
869	13051	61955
870	13069	61957
871	13077	61909
872	13086	61863
873	13093	61814
874	13104	61778
875	13117	61754
876	13125	61707
877	13133	61658
878	13140	61605
879	13148	61560
880	13164	61549
881	13172	61501
882	13194	61519
883	13205	61484
884	13217	61455
885	13231	61439
886	13243	61409
887	13262	61414
888	13276	61393
889	13290	61376
890	13307	61370
891	13314	61318
892	13324	61281
893	13337	61255
894	13348	61225
895	13364	61215
896	13376	61185
897	13385	61143
898	13392	61094
899	13404	61065
900	13411	61013
901	13425	60996
902	13440	60979
903	13458	60980
904	13476	60977
905	13485	60937
906	13502	60931
907	13511	60889
908	13526	60875
909	13535	60833
910	13541	60779
911	13554	60756
912	13574	60767
913	13584	60727
914	13597	60703
915	13612	60691
916	13625	60666
917	13637	60642
918	13656	60643
919	13673	60640
920	13686	60613
921	13705	60619
922	13717	60589
923	13734	60587
924	13750	60577
925	13761	60546
926	13781	60551
927	13793	60526
928	13813	60531
929	13829	60522
930	13840	60491
931	13862	60507
932	13872	60470
933	13885	60446
934	13906	60459
935	13920	60442
936	13937	60437
937	13947	60398
938	13956	60359
939	13973	60354
940	13992	60355
941	14004	60327
942	14012	60287
943	14034	60302
944	14052	60299
945	14071	60301
946	14085	60285
947	14106	60295
948	14121	60280
949	14135	60263
950	14145	60225
951	14158	60205
952	14170	60174
953	14180	60139
954	14190	60106
955	14201	60075
956	14220	60077
957	14229	60037
958	14246	60030
959	14254	59989
960	14262	59944
961	14270	59899
962	14282	59875
963	14297	59859
964	14312	59847
965	14322	59810
966	14331	59769
967	14341	59738
968	14361	59742
969	14372	59711
970	14381	59674
971	14401	59680
972	14421	59685
973	14435	59669
974	14453	59665
975	14473	59672
976	14485	59647
977	14496	59617
978	14514	59616
979	14534	59620
980	14551	59613
981	14569	59613
982	14582	59592
983	14596	59574
984	14603	59525
985	14613	59492
986	14627	59474
987	14639	59445
988	14652	59422
989	14662	59391
990	14672	59356
991	14679	59308
992	14686	59262
993	14692	59215
994	14702	59178
995	14713	59149
996	14730	59143
997	14747	59137
998	14766	59141
999	14774	59096
1000	14787	59076
1001	14799	59050
1002	14811	59026
1003	14822	58992
1004	14830	58954
1005	14841	58921
1006	14857	58913
1007	14869	58886
1008	14876	58842
1009	14887	58812
1010	14898	58782
1011	14913	58769
1012	14921	58730
1013	14932	58699
1014	14941	58662
1015	14951	58629
1016	14964	58605
1017	14971	58563
1018	14984	58542
1019	15003	58544
1020	15010	58497
1021	15026	58487
1022	15034	58446
1023	15041	58403
1024	15055	58386
1025	15067	58360
1026	15074	58315
1027	15083	58280
1028	15102	58282
1029	15113	58254
1030	15126	58230
1031	15137	58203
1032	15152	58190
1033	15171	58193
1034	15180	58153
1035	15195	58141
1036	15205	58110
1037	15216	58082
1038	15226	58046
1039	15233	58005
1040	15243	57972
1041	15252	57934
1042	15265	57916
1043	15273	57875
1044	15284	57848
1045	15295	57820
1046	15303	57779
1047	15312	57742
1048	15319	57700
1049	15337	57698
1050	15344	57654
1051	15360	57644
1052	15370	57613
1053	15378	57573
1054	15387	57540
1055	15399	57513
1056	15414	57501
1057	15429	57489
1058	15445	57481
1059	15457	57455
1060	15464	57412
1061	15479	57399
1062	15497	57399
1063	15510	57377
1064	15519	57340
1065	15525	57297
1066	15535	57264
1067	15542	57221
1068	15559	57215
1069	15567	57178
1070	15577	57147
1071	15592	57132
1072	15603	57104
1073	15612	57071
1074	15629	57066
1075	15638	57029
1076	15646	56991
1077	15656	56960
1078	15661	56914
1079	15675	56895
1080	15688	56874
1081	15694	56829
1082	15703	56796
1083	15715	56772
1084	15726	56747
1085	15735	56710
1086	15747	56687
1087	15757	56656
1088	15765	56619
1089	15774	56586
1090	15785	56559
1091	15790	56509
1092	15794	56459
1093	15802	56419
1094	15812	56390
1095	15825	56371
1096	15835	56340
1097	15844	56307
1098	15852	56268
1099	15858	56227
1100	15870	56202
1101	15876	56156
1102	15889	56138
1103	15901	56115
1104	15910	56083
1105	15923	56062
1106	15934	56035
1107	15942	55999
1108	15950	55962
1109	15958	55925
1110	15970	55903
1111	15981	55877
1112	15991	55847
1113	16001	55818
1114	16016	55806
1115	16026	55776
1116	16034	55741
1117	16041	55700
1118	16049	55663
1119	16058	55632
1120	16069	55605
1121	16077	55570
1122	16092	55557
1123	16104	55533
1124	16108	55485
1125	16114	55442
1126	16123	55411
1127	16128	55364
1128	16135	55324
1129	16148	55306
1130	16163	55292
1131	16175	55272
1132	16181	55228
1133	16188	55189
1134	16198	55161
1135	16205	55121
1136	16217	55099
1137	16223	55058
1138	16229	55016
1139	16237	54980
1140	16248	54953
1141	16254	54913
1142	16260	54868
1143	16269	54838
1144	16277	54801
1145	16287	54773
1146	16294	54736
1147	16305	54710
1148	16313	54677
1149	16320	54637
1150	16329	54605
1151	16341	54586
1152	16355	54569
1153	16361	54528
1154	16369	54494
1155	16379	54467
1156	16394	54453
1157	16400	54412
1158	16410	54386
1159	16420	54357
1160	16430	54328
1161	16437	54291
1162	16446	54261
1163	16453	54222
1164	16463	54194
1165	16468	54151
1166	16476	54117
1167	16487	54093
1168	16499	54070
1169	16507	54037
1170	16519	54016
1171	16524	53973
1172	16530	53930
1173	16540	53903
1174	16550	53878
1175	16563	53858
1176	16570	53824
1177	16579	53792
1178	16592	53774
1179	16603	53750
1180	16609	53711
1181	16620	53686
1182	16626	53646
1183	16633	53610
1184	16640	53573
1185	16650	53545
1186	16660	53519
1187	16672	53498
1188	16683	53474
1189	16689	53433
1190	16700	53411
1191	16706	53372
1192	16714	53336
1193	16721	53301
1194	16731	53273
1195	16739	53240
1196	16746	53204
1197	16753	53169
1198	16766	53152
1199	16781	53140
1200	16788	53104
1201	16800	53083
1202	16808	53051
1203	16814	53013
1204	16822	52980
1205	16829	52944
1206	16839	52917
1207	16853	52902
1208	16860	52869
1209	16867	52832
1210	16877	52805
1211	16890	52791
1212	16908	52788
1213	16917	52757
1214	16928	52736
1215	16936	52705
1216	16945	52673
1217	16954	52645
1218	16964	52620
1219	16974	52592
1220	16984	52567
1221	16993	52536
1222	17002	52510
1223	17010	52476
1224	17019	52448
1225	17027	52415
1226	17038	52393
1227	17044	52354
1228	17055	52331
1229	17064	52303
1230	17075	52280
1231	17084	52250
1232	17092	52220
1233	17099	52184
1234	17106	52150
1235	17116	52125
1236	17130	52110
1237	17139	52083
1238	17152	52067
1239	17163	52043
1240	17172	52014
1241	17178	51979
1242	17188	51952
1243	17195	51917
1244	17202	51884
1245	17216	51869
1246	17232	51862
1247	17244	51843
1248	17254	51819
1249	17265	51796
1250	17272	51763
1251	17281	51733
1252	17290	51705
1253	17299	51677
1254	17310	51656
1255	17318	51624
1256	17324	51588
1257	17338	51573
1258	17348	51550
1259	17358	51523
1260	17365	51489
1261	17373	51461
1262	17379	51423
1263	17385	51386
1264	17394	51357
1265	17404	51334
1266	17418	51319
1267	17427	51293
1268	17434	51258
1269	17442	51229
1270	17448	51191
1271	17455	51160
1272	17464	51131
1273	17476	51111
1274	17484	51080
1275	17495	51061
1276	17501	51023
1277	17509	50993
1278	17515	50956
1279	17523	50928
1280	17530	50893
1281	17538	50864
1282	17544	50827
1283	17548	50787
1284	17554	50750
1285	17561	50718
1286	17574	50701
1287	17585	50682
1288	17592	50647
1289	17601	50621
1290	17610	50595
1291	17616	50557
1292	17623	50525
1293	17634	50503
1294	17644	50480
1295	17656	50464
1296	17668	50443
1297	17675	50412
1298	17686	50391
1299	17695	50363
1300	17705	50340
1301	17714	50313
1302	17723	50285
1303	17735	50267
1304	17746	50248
1305	17754	50218
1306	17766	50201
1307	17775	50173
1308	17780	50136
1309	17789	50108
1310	17794	50072
1311	17802	50041
1312	17808	50008
1313	17817	49980
1314	17823	49946
1315	17830	49915
1316	17838	49884
1317	17848	49861
1318	17855	49829
1319	17864	49804
1320	17871	49772
1321	17883	49754
1322	17888	49716
1323	17897	49690
1324	17909	49673
1325	17919	49649
1326	17925	49615
1327	17939	49602
1328	17945	49570
1329	17954	49542
1330	17960	49510
1331	17967	49478
1332	17977	49454
1333	17982	49418
1334	17990	49390
1335	17999	49364
1336	18008	49339
1337	18015	49305
1338	18019	49268
1339	18026	49235
1340	18038	49219
1341	18045	49188
1342	18055	49164
1343	18061	49130
1344	18069	49102
1345	18079	49080
1346	18085	49048
1347	18096	49027
1348	18106	49003
1349	18114	48976
1350	18122	48949
1351	18132	48924
1352	18139	48893
1353	18149	48873
1354	18159	48849
1355	18165	48817
1356	18176	48795
1357	18185	48771
1358	18191	48738
1359	18201	48716
1360	18214	48700
1361	18222	48674
1362	18230	48646
1363	18242	48627
1364	18252	48605
1365	18260	48580
1366	18267	48548
1367	18274	48518
1368	18285	48498
1369	18298	48483
1370	18304	48452
1371	18313	48427
1372	18326	48413
1373	18336	48389
1374	18342	48357
1375	18354	48339
1376	18362	48312
1377	18369	48282
1378	18381	48265
1379	18391	48243
1380	18400	48220
1381	18408	48192
1382	18422	48179
1383	18429	48150
1384	18439	48127
1385	18450	48109
1386	18455	48075
1387	18467	48056
1388	18478	48039
1389	18488	48015
1390	18496	47989
1391	18506	47968
1392	18516	47945
1393	18528	47929
1394	18537	47903
1395	18547	47884
1396	18558	47864
1397	18566	47836
1398	18572	47806
1399	18586	47793
1400	18594	47768
1401	18608	47756
1402	18617	47732
1403	18627	47709
1404	18635	47682
1405	18644	47659
1406	18655	47639
1407	18670	47630
1408	18680	47609
1409	18691	47589
1410	18707	47582
1411	18714	47554
1412	18722	47528
1413	18735	47514
1414	18748	47499
1415	18757	47475
1416	18763	47445
1417	18769	47414
1418	18776	47384
1419	18784	47359
1420	18791	47328
1421	18801	47308
1422	18809	47281
1423	18820	47261
1424	18830	47242
1425	18841	47223
1426	18855	47210
1427	18863	47185
1428	18880	47180
1429	18893	47167
1430	18905	47152
1431	18921	47144
1432	18930	47121
1433	18942	47104
1434	18957	47097
1435	18967	47074
1436	18977	47054
1437	18989	47037
1438	19001	47020
1439	19011	47001
1440	19020	46976
1441	19030	46954
1442	19036	46925
1443	19044	46898
1444	19049	46864
1445	19061	46849
1446	19067	46819
1447	19076	46794
1448	19088	46778
1449	19094	46747
1450	19099	46716
1451	19106	46686
1452	19113	46659
1453	19121	46632
1454	19133	46617
1455	19139	46587
1456	19147	46560
1457	19153	46530
1458	19160	46502
1459	19166	46471
1460	19173	46443
1461	19185	46429
1462	19191	46397
1463	19203	46381
1464	19213	46361
1465	19223	46342
1466	19230	46312
1467	19236	46282
1468	19246	46261
1469	19256	46242
1470	19265	46219
1471	19273	46194
1472	19279	46163
1473	19284	46130
1474	19291	46103
1475	19296	46071
1476	19308	46055
1477	19317	46032
1478	19327	46011
1479	19334	45984
1480	19344	45964
1481	19348	45930
1482	19357	45906
1483	19365	45881
1484	19372	45855
1485	19377	45823
1486	19386	45799
1487	19394	45776
1488	19399	45744
1489	19410	45724
1490	19419	45703
1491	19428	45680
1492	19435	45654
1493	19442	45625
1494	19447	45594
1495	19458	45577
1496	19467	45553
1497	19474	45526
1498	19483	45504
1499	19490	45476
1500	19496	45447
1501	19506	45429
1502	19512	45398
1503	19522	45379
1504	19530	45354
1505	19537	45328
1506	19545	45303
1507	19557	45288
1508	19568	45271
1509	19578	45251
1510	19586	45225
1511	19595	45204
1512	19603	45180
1513	19611	45154
1514	19616	45124
1515	19621	45093
1516	19629	45067
1517	19638	45046
1518	19645	45020
1519	19651	44991
1520	19659	44967
1521	19666	44941
1522	19674	44916
1523	19681	44889
