iter	Passed	Remaining
428	2864	43879
429	2874	43914
430	2885	43975
431	2889	43933
432	2903	44028
433	2910	44029
434	2915	43995
435	2922	44003
436	2927	43970
437	2936	43995
438	2957	44202
439	2963	44188
440	2968	44148
441	2975	44143
442	2982	44138
443	2986	44096
444	2990	44044
445	2994	44003
446	2999	43977
447	3003	43932
448	3008	43887
449	3015	43892
450	3019	43849
451	3023	43801
452	3028	43774
453	3032	43722
454	3036	43673
455	3060	43925
456	3066	43898
457	3070	43863
458	3076	43838
459	3079	43783
460	3083	43736
461	3087	43693
462	3092	43661
463	3096	43612
464	3099	43556
465	3102	43499
466	3106	43459
467	3110	43414
468	3113	43363
469	3116	43304
470	3136	43471
471	3140	43432
472	3143	43377
473	3146	43326
474	3150	43283
475	3154	43239
476	3158	43194
477	3165	43190
478	3170	43164
479	3176	43143
480	3181	43118
481	3187	43104
482	3191	43059
483	3194	43010
484	3198	42963
485	3203	42931
486	3207	42894
487	3211	42860
488	3215	42811
489	3220	42782
490	3224	42744
491	3227	42691
492	3231	42648
493	3235	42616
494	3240	42579
495	3243	42533
496	3247	42493
497	3252	42463
498	3255	42412
499	3258	42362
500	3262	42322
501	3266	42287
502	3270	42239
503	3273	42191
504	3276	42146
505	3295	42294
506	3299	42260
507	3303	42213
508	3306	42170
509	3312	42156
510	3316	42117
511	3320	42076
512	3325	42047
513	3329	42012
514	3332	41964
515	3335	41917
516	3339	41870
517	3343	41836
518	3347	41796
519	3350	41748
520	3353	41704
521	3358	41680
522	3362	41637
523	3365	41587
524	3368	41548
525	3372	41502
526	3376	41470
527	3379	41425
528	3383	41386
529	3386	41342
530	3391	41319
531	3395	41282
532	3399	41245
533	3402	41202
534	3406	41169
535	3409	41121
536	3413	41083
537	3417	41045
538	3421	41017
539	3425	40973
540	3428	40932
541	3431	40888
542	3442	40931
543	3445	40887
544	3447	40838
545	3451	40793
546	3455	40765
547	3459	40730
548	3462	40691
549	3466	40654
550	3470	40618
551	3474	40589
552	3479	40559
553	3485	40554
554	3490	40533
555	3494	40505
556	3500	40486
557	3504	40454
558	3516	40517
559	3520	40486
560	3523	40439
561	3526	40394
562	3530	40365
563	3535	40341
564	3537	40293
565	3541	40257
566	3547	40249
567	3550	40207
568	3553	40167
569	3557	40125
570	3561	40098
571	3564	40060
572	3567	40019
573	3570	39972
574	3573	39931
575	3577	39901
576	3580	39859
577	3584	39825
578	3587	39788
579	3590	39745
580	3603	39809
581	3606	39767
582	3610	39737
583	3613	39696
584	3616	39660
585	3620	39625
586	3623	39585
587	3632	39613
588	3635	39573
589	3639	39541
590	3645	39538
591	3649	39502
592	3652	39458
593	3656	39430
594	3660	39400
595	3663	39361
596	3666	39321
597	3669	39285
598	3674	39269
599	3678	39239
600	3681	39200
601	3686	39176
602	3690	39154
603	3694	39120
604	3697	39078
605	3701	39059
606	3706	39040
607	3709	39001
608	3712	38962
609	3718	38947
610	3722	38919
611	3729	38929
612	3735	38916
613	3738	38883
614	3741	38847
615	3746	38822
616	3750	38804
617	3754	38773
618	3757	38737
619	3761	38705
620	3766	38686
621	3769	38653
622	3772	38617
623	3776	38591
624	3781	38569
625	3784	38535
626	3788	38510
627	3798	38537
628	3803	38522
629	3809	38518
630	3814	38500
631	3817	38469
632	3822	38451
633	3827	38434
634	3832	38411
635	3834	38371
636	3841	38376
637	3847	38366
638	3850	38331
639	3859	38349
640	3862	38318
641	3865	38282
642	3869	38252
643	3876	38260
644	3879	38228
645	3882	38192
646	3888	38185
647	3892	38159
648	3896	38126
649	3899	38096
650	3905	38085
651	3917	38145
652	3922	38123
653	3926	38101
654	3933	38101
655	3938	38086
656	3941	38052
657	3945	38023
658	3951	38021
659	3954	37990
660	3957	37954
661	3961	37926
662	3966	37907
663	3973	37912
664	3978	37900
665	3983	37883
666	3986	37853
667	3990	37821
668	3995	37810
669	3999	37782
670	4002	37751
671	4005	37717
672	4018	37779
673	4022	37754
674	4028	37745
675	4055	37934
676	4063	37954
677	4067	37925
678	4076	37946
679	4080	37922
680	4083	37894
681	4093	37919
682	4097	37898
683	4100	37865
684	4106	37861
685	4111	37842
686	4114	37812
687	4119	37790
688	4123	37765
689	4139	37854
690	4144	37836
691	4148	37813
692	4154	37810
693	4158	37785
694	4161	37753
695	4167	37748
696	4179	37795
697	4185	37785
698	4188	37754
699	4191	37722
700	4194	37693
701	4198	37665
702	4201	37631
703	4203	37594
704	4205	37555
705	4218	37609
706	4221	37572
707	4223	37535
708	4233	37562
709	4235	37523
710	4237	37483
711	4241	37455
712	4245	37433
713	4248	37403
714	4251	37369
715	4253	37335
716	4258	37315
717	4261	37289
718	4265	37259
719	4267	37224
720	4270	37194
721	4275	37180
722	4279	37152
723	4282	37125
724	4285	37093
725	4290	37074
726	4293	37048
727	4297	37022
728	4299	36987
729	4307	36995
730	4311	36974
731	4314	36943
732	4322	36955
733	4326	36935
734	4329	36904
735	4332	36872
736	4354	37001
737	4357	36974
738	4360	36941
739	4362	36906
740	4366	36884
741	4371	36872
742	4375	36849
743	4378	36816
744	4384	36808
745	4395	36847
746	4401	36844
747	4405	36818
748	4407	36788
749	4412	36768
750	4417	36759
751	4424	36763
752	4429	36745
753	4433	36722
754	4436	36693
755	4440	36677
756	4447	36681
757	4451	36653
758	4454	36630
759	4461	36627
760	4464	36601
761	4468	36576
762	4471	36551
763	4482	36589
764	4485	36560
765	4488	36528
766	4498	36560
767	4502	36533
768	4504	36501
769	4509	36483
770	4545	36720
771	4548	36693
772	4550	36660
773	4553	36629
774	4559	36626
775	4563	36600
776	4565	36567
777	4568	36537
778	4573	36526
779	4577	36502
780	4580	36471
781	4582	36436
782	4586	36419
783	4591	36402
784	4594	36373
785	4597	36346
786	4602	36338
787	4606	36314
788	4609	36285
789	4612	36256
790	4615	36230
791	4627	36271
792	4630	36242
793	4634	36222
794	4642	36236
795	4644	36202
796	4648	36180
797	4652	36156
798	4655	36129
799	4657	36096
800	4659	36063
801	4664	36047
802	4667	36019
803	4670	35992
804	4672	35960
805	4674	35925
806	4677	35898
807	4682	35883
808	4685	35855
809	4687	35824
810	4690	35791
811	4693	35763
812	4699	35764
813	4703	35741
