iter	Logloss
402	0.2468736851
403	0.2466000274
404	0.2461593011
405	0.245545203
406	0.2451168614
407	0.2450135864
408	0.2444041013
409	0.2439094483
410	0.2432954482
411	0.242878662
412	0.2425795532
413	0.2421128122
414	0.2417580761
415	0.2414592319
416	0.2411671017
417	0.2407756729
418	0.2402927213
419	0.2399743074
420	0.2394247343
421	0.2390350236
422	0.2386332803
423	0.2381399617
424	0.2378730128
425	0.2373100921
426	0.2372366774
427	0.2367983057
428	0.2363349094
429	0.2358938996
430	0.2354830975
431	0.2352385068
432	0.2347143509
433	0.2346442481
434	0.2341211297
435	0.2336692398
436	0.2333285
437	0.2328598514
438	0.2324677244
439	0.2320077501
440	0.2315972095
441	0.2312594506
442	0.2310179766
443	0.2305776269
444	0.2302096026
445	0.2298348794
446	0.2294828105
447	0.2294028505
448	0.2289490412
449	0.2284800387
450	0.2280175835
451	0.2276951407
452	0.2273101916
453	0.226751077
454	0.2263489815
455	0.2260037241
456	0.2253918697
457	0.2250311512
458	0.2246017259
459	0.2242407258
460	0.2238362381
461	0.2235746717
462	0.223285574
463	0.2228622908
464	0.222586143
465	0.2222966041
466	0.221792354
467	0.2214779449
468	0.2211349918
469	0.2206649769
470	0.2204072651
471	0.220033763
472	0.21997552
473	0.2196184282
474	0.2193213877
475	0.2192648597
476	0.2188643602
477	0.2184209842
478	0.2183130328
479	0.2178833351
480	0.2176439976
481	0.2174231796
482	0.2169997915
483	0.2166392864
484	0.2161898208
485	0.2157967367
486	0.2154010077
487	0.2151947947
488	0.2148198524
489	0.2147669014
490	0.2143684991
491	0.2140001368
492	0.2135475016
493	0.2131168003
494	0.2126590003
495	0.2123766831
496	0.2120597482
497	0.2118272261
498	0.2115577413
499	0.2111609016
500	0.2106821099
501	0.2104235384
502	0.2102680616
503	0.2099149801
504	0.2095239301
505	0.2093659444
506	0.2089649256
507	0.2085565478
508	0.2084471939
509	0.2080615049
510	0.2076262834
511	0.2072076674
512	0.2069074398
513	0.2065889361
514	0.2062942771
515	0.206046283
516	0.205982573
517	0.2056704961
518	0.2053085666
519	0.2050260646
520	0.2049451613
521	0.2045513232
522	0.2041764087
523	0.2038299829
524	0.2036989053
525	0.2035016685
526	0.2032074612
527	0.2027992604
528	0.2025913118
529	0.2022664857
530	0.2017606985
531	0.2016166073
532	0.201518907
533	0.2009999956
534	0.2006184132
535	0.2003600561
536	0.200094039
537	0.1997505291
538	0.1995567411
539	0.1993854377
540	0.198949991
541	0.1986190731
542	0.1981971231
543	0.1978709168
544	0.1976022562
545	0.1972199397
546	0.1970231104
547	0.1966799607
548	0.1963385775
549	0.195992087
550	0.1957024299
551	0.1953946659
552	0.1950900998
553	0.1946302615
554	0.1942640377
555	0.1939209584
556	0.1935716428
557	0.1932948617
558	0.1932523724
559	0.1928469208
560	0.1926998361
561	0.1924054571
562	0.192041779
563	0.1916121361
564	0.1913015019
565	0.1910477596
566	0.1908587252
567	0.1906420769
568	0.1903559107
569	0.1900182652
570	0.1897132808
571	0.1894971361
572	0.1891803111
573	0.1888285841
574	0.1885773031
575	0.1882580667
576	0.1879403086
577	0.1876030832
578	0.1872859989
579	0.1869699041
580	0.1867197747
581	0.1863878159
582	0.1860566222
583	0.1857807301
584	0.1853900353
585	0.1851183304
586	0.1849882626
587	0.1846835732
588	0.1843997765
589	0.1841024073
590	0.1838992488
591	0.1834972921
592	0.1832661959
593	0.1829819073
594	0.1825954381
595	0.1824271886
596	0.182271406
597	0.1819817093
598	0.1817152578
599	0.1815554024
600	0.1813347442
601	0.1810251783
602	0.1806935623
603	0.1804030835
604	0.1800723024
605	0.179704979
606	0.1796429671
607	0.1793617546
608	0.1792473199
609	0.1788618787
610	0.1785263456
611	0.1782290249
612	0.1779413537
613	0.1777837432
614	0.1775093016
615	0.1772505618
616	0.1772154426
617	0.1769131273
618	0.1767103179
619	0.1764828727
620	0.1761751225
621	0.1757776393
622	0.1756147121
623	0.1753322978
624	0.1752306166
625	0.1750215231
626	0.1747712455
627	0.1744744623
628	0.1742406534
629	0.1740020617
630	0.1737175333
631	0.1734794855
632	0.1733344487
633	0.1730258594
634	0.1727420826
635	0.1724382633
636	0.172234188
637	0.1719574916
638	0.1719235606
639	0.1716272789
640	0.1713187111
641	0.1712951888
642	0.1710484472
643	0.1709310249
644	0.1706897878
645	0.1706059045
646	0.1705831971
647	0.1703360586
648	0.1703051053
649	0.1700850622
650	0.1698072022
651	0.1697819059
652	0.1695549736
653	0.1694123541
654	0.1691857608
655	0.1687849538
656	0.1685682337
657	0.1682442158
658	0.1679448792
659	0.167688499
660	0.1674079571
661	0.1673763734
662	0.1673562192
663	0.1670406899
664	0.1667370061
665	0.1665170197
666	0.1662125352
667	0.1659539538
668	0.1658066336
669	0.1656133681
670	0.1653297847
671	0.1651109648
672	0.1649153824
673	0.1646910177
674	0.1645088016
675	0.1644120194
676	0.164277006
677	0.164071622
678	0.163859072
679	0.1636345584
680	0.1633846899
681	0.1631403923
682	0.1630201288
683	0.1628325314
684	0.1625643114
685	0.1623012758
686	0.1621317764
687	0.1618226278
688	0.1615883412
689	0.1613297389
690	0.1613022135
691	0.1611811804
692	0.1608640668
693	0.1607504676
694	0.1606395532
695	0.1604729917
696	0.1603626926
697	0.160130226
698	0.1598639084
699	0.1596700762
700	0.1595383477
701	0.1592376238
702	0.1592078358
703	0.1589910998
704	0.1587460616
705	0.1585047716
706	0.1582006962
707	0.1579785326
708	0.1579500708
709	0.1576698603
710	0.157427094
711	0.1572271709
712	0.1570313048
713	0.1567402477
714	0.1565350503
715	0.1564067354
716	0.1561819374
717	0.1561565971
718	0.1559369771
719	0.1557910609
720	0.1554570021
721	0.1552176195
722	0.1548924564
723	0.1546602819
724	0.1544930608
725	0.1542543391
726	0.1540059218
727	0.1538055293
728	0.1535263855
729	0.1534857
730	0.1532303079
731	0.1530159948
732	0.1528884604
733	0.1526955417
734	0.1524990868
735	0.1521917107
736	0.1519614883
737	0.1516240699
738	0.1514374249
739	0.1512026376
740	0.1509805866
741	0.1507656436
742	0.1505417266
743	0.1503403728
744	0.1501369943
745	0.149987401
746	0.1497293851
747	0.1495519428
748	0.1494785706
749	0.1494242871
750	0.149167083
751	0.1489063492
752	0.1486597103
753	0.1483655099
754	0.1481867963
755	0.1478812387
756	0.1476986691
757	0.1474301116
758	0.1474051211
759	0.1471827208
760	0.1469654673
761	0.1469328102
762	0.1466703344
763	0.1463973776
764	0.1461912929
765	0.1460150075
766	0.1458513713
767	0.1457096749
768	0.1454807472
769	0.1453301752
770	0.1452110843
771	0.1450103716
772	0.1447554397
773	0.1445445946
774	0.1443125594
775	0.1440760566
776	0.1438101031
777	0.1437301095
778	0.1435114986
779	0.1432854556
780	0.1431854523
781	0.1429642047
782	0.1427781883
783	0.1424926783
784	0.1423230466
785	0.1421774145
786	0.1420926435
787	0.1420159204
788	0.141982769
789	0.1418050532
790	0.1417749772
791	0.1416325504
792	0.1415832921
793	0.1414464065
794	0.1412405321
795	0.1410168238
796	0.1408027706
797	0.140721754
798	0.1405278941
799	0.1403372943
800	0.1401270623
801	0.1399919065
802	0.1399750096
803	0.139815271
804	0.1396408657
805	0.1393677689
806	0.139232786
807	0.139030176
808	0.1388908843
809	0.1386877694
810	0.138447554
811	0.1382260465
812	0.138001352
813	0.1378402805
