iter	Accuracy	Logloss
163	0.8364872827	0.3742978333
164	0.835190399	0.374009212
165	0.8373072915	0.3733072467
166	0.8386041752	0.3728055145
167	0.8399010589	0.3723644679
168	0.8415410764	0.3721065476
169	0.8415410764	0.371683326
170	0.8415410764	0.3714470034
171	0.8420179514	0.3711464574
172	0.8390810502	0.3707336995
173	0.8415410764	0.3703416755
174	0.8403779339	0.3699449197
175	0.8415410764	0.3695389591
176	0.8436579688	0.3691231192
177	0.8428379601	0.3687343248
178	0.8431810939	0.3683865408
179	0.8452979863	0.3680641924
180	0.8452979863	0.3677899964
181	0.8440011026	0.3674085503
182	0.8440011026	0.3670812717
183	0.8461179951	0.366728857
184	0.8461179951	0.3664424262
185	0.8461179951	0.3660963752
186	0.8461179951	0.3658832774
187	0.8474148788	0.3657368129
188	0.8474148788	0.3654922749
189	0.8474148788	0.365215255
190	0.8490548963	0.364999945
191	0.8474148788	0.3647007144
192	0.8474148788	0.3642573387
193	0.8474148788	0.3640495708
194	0.8490548963	0.3637603679
195	0.8474148788	0.3632845616
196	0.8474148788	0.3629946263
197	0.8482348875	0.3626503278
198	0.849874905	0.3623925169
199	0.8482348875	0.3619564643
200	0.8482348875	0.3616701993
201	0.8469380038	0.3612826359
202	0.8485780213	0.3610813647
203	0.849874905	0.3607470356
204	0.849874905	0.3604513392
205	0.849874905	0.3602598525
206	0.849874905	0.3597778045
207	0.849874905	0.3594464771
208	0.84939803	0.3591396207
209	0.84939803	0.3587373166
210	0.84939803	0.358584209
211	0.8490548963	0.3581851688
212	0.8477580125	0.3579719877
213	0.8485780213	0.3575629116
214	0.849874905	0.3572788464
215	0.8490548963	0.357051907
216	0.849874905	0.35687104
217	0.84939803	0.3565095887
218	0.84939803	0.3563336079
219	0.8481011463	0.3561550431
220	0.8481011463	0.3557481972
221	0.8481011463	0.3555031855
222	0.8502180388	0.3551306716
223	0.8502180388	0.3548927183
224	0.8489211551	0.3546593294
225	0.8489211551	0.354150423
226	0.8489211551	0.3539101773
227	0.8489211551	0.3536442578
228	0.8489211551	0.3533086467
229	0.8489211551	0.3531264891
230	0.8489211551	0.3528639479
231	0.8497411638	0.3526044512
232	0.8497411638	0.3524740819
233	0.8497411638	0.352221518
234	0.8510380475	0.351734127
235	0.8510380475	0.3514556864
236	0.8510380475	0.3512486313
237	0.8510380475	0.3509200748
238	0.8510380475	0.3508591688
239	0.8523349312	0.3505294829
240	0.8518580563	0.3500995349
241	0.8523349312	0.3497936648
242	0.8497411638	0.3494644958
243	0.8505611725	0.3492919149
244	0.8518580563	0.3490534766
245	0.8502180388	0.3487718431
246	0.8497411638	0.3484261443
247	0.8510380475	0.3480626452
248	0.8510380475	0.3477792577
249	0.8518580563	0.3474632199
250	0.852678065	0.3469402102
251	0.852678065	0.3466122277
252	0.8510380475	0.3463879908
253	0.8539749487	0.3462164135
254	0.8539749487	0.3460907335
255	0.852678065	0.3460005089
256	0.852678065	0.3459420275
257	0.8543180825	0.3457804628
258	0.8556149662	0.3455192115
259	0.8530211988	0.3450794182
260	0.8530211988	0.3446898238
261	0.8530211988	0.3444445894
262	0.8530211988	0.3443295746
263	0.8530211988	0.3441347571
264	0.8530211988	0.3439412527
265	0.8543180825	0.3436451084
266	0.8543180825	0.3434690432
267	0.8534980737	0.3431332816
268	0.8543180825	0.3428747095
269	0.8543180825	0.3426502408
270	0.8543180825	0.342439338
271	0.8534980737	0.3421686604
272	0.8556149662	0.3419203164
273	0.8556149662	0.3417663141
274	0.8543180825	0.3415121751
275	0.8556149662	0.3412502896
276	0.8556149662	0.3409094539
277	0.8543180825	0.3407778768
278	0.8556149662	0.3406906277
279	0.8560918412	0.3403547719
280	0.8560918412	0.3401802056
281	0.8569118499	0.339917494
282	0.8560918412	0.3397319651
283	0.8560918412	0.3393569372
284	0.8560918412	0.3391396385
285	0.8560918412	0.3388302443
286	0.8573887249	0.3387179081
287	0.8560918412	0.3387015674
288	0.8569118499	0.3384224579
289	0.8569118499	0.3383387244
290	0.8560918412	0.3379353891
291	0.8556149662	0.3377599811
292	0.8534980737	0.337577142
293	0.8556149662	0.3374510596
294	0.8543180825	0.3372029199
295	0.8543180825	0.3370322568
296	0.8543180825	0.3367838765
297	0.8543180825	0.3364628571
298	0.8556149662	0.336249012
299	0.8577318587	0.3358387383
300	0.8559581	0.3355955212
301	0.8580749924	0.3353674766
302	0.8611456348	0.3350580761
303	0.8598487511	0.3348894051
304	0.8585518674	0.3347134499
305	0.8572549837	0.3345394013
306	0.8572549837	0.3341891441
307	0.8577318587	0.3339515854
308	0.8577318587	0.3338143743
309	0.8569118499	0.3335901439
310	0.8577318587	0.3333441531
311	0.8577318587	0.3330348973
312	0.8577318587	0.3329138584
313	0.8582087336	0.3326223712
314	0.8590287424	0.3324005151
315	0.8586856086	0.3320434116
316	0.8586856086	0.3318233421
317	0.8586856086	0.3315416335
318	0.8573887249	0.3312244469
319	0.8573887249	0.3310677602
320	0.8573887249	0.3308831969
321	0.8577318587	0.3305276775
322	0.8590287424	0.3303863567
323	0.8585518674	0.3301570875
324	0.8585518674	0.3298870979
325	0.8585518674	0.3296395605
326	0.8585518674	0.3293842503
327	0.8585518674	0.3291367348
328	0.8590287424	0.3288443907
329	0.8572549837	0.3285434906
330	0.8572549837	0.3281279471
331	0.8572549837	0.327834484
332	0.8559581	0.3277348354
333	0.8546612162	0.3275024317
334	0.8559581	0.3272979478
335	0.8546612162	0.3270690671
336	0.8546612162	0.3268547717
337	0.8546612162	0.3265618052
338	0.8567781087	0.3263860791
339	0.8580749924	0.3261147512
340	0.8580749924	0.3259023358
341	0.8593718761	0.3255830168
342	0.8606687599	0.3252867861
343	0.8590287424	0.3250165342
344	0.8606687599	0.3246045337
345	0.8606687599	0.3243920168
346	0.8614887686	0.32414769
347	0.8627856523	0.3237870016
348	0.8614887686	0.3235284144
349	0.8627856523	0.3232668411
350	0.8619656436	0.3229473092
351	0.8619656436	0.3228557473
352	0.8627856523	0.3225599229
353	0.864082536	0.3223935119
354	0.864082536	0.3220268095
355	0.864082536	0.321756607
356	0.8657225535	0.3215888659
357	0.8657225535	0.3213724387
358	0.8644256698	0.321158169
359	0.8644256698	0.3209755772
360	0.8644256698	0.3207613671
361	0.8644256698	0.3206477174
362	0.8631287861	0.3204327365
363	0.8644256698	0.3202631085
364	0.8631287861	0.3200184472
365	0.8665425623	0.3199004773
366	0.8639487948	0.3198000223
367	0.8639487948	0.3196982584
368	0.8639487948	0.3194598032
369	0.8639487948	0.3192234652
370	0.8639487948	0.3190023296
371	0.8639487948	0.3188917126
372	0.8652456785	0.3187204916
373	0.8665425623	0.3184627489
374	0.8665425623	0.3182832822
375	0.8665425623	0.3179145676
376	0.8665425623	0.3176667168
377	0.867839446	0.3172797612
378	0.8691363297	0.3169679472
379	0.8704332134	0.3168658732
380	0.8699563384	0.3167596788
381	0.8699563384	0.3166048896
382	0.867839446	0.3163287906
383	0.867839446	0.3160580868
384	0.8704332134	0.3157112255
385	0.8717300971	0.3155346302
386	0.8704332134	0.3154449483
387	0.8717300971	0.315341405
388	0.8725501059	0.31489829
389	0.8730269808	0.3145911149
390	0.8730269808	0.3143299076
391	0.8730269808	0.3141980591
392	0.8704332134	0.3139221886
393	0.8712532221	0.3137800526
394	0.8720732309	0.3135570328
395	0.8720732309	0.313485896
396	0.8720732309	0.3133699856
397	0.8720732309	0.3130275856
398	0.8720732309	0.3129264635
399	0.8720732309	0.3127344247
400	0.8720732309	0.3125867345
401	0.8741901233	0.3123370332
402	0.8733701146	0.3120697962
403	0.8733701146	0.3118138218
404	0.8720732309	0.3115989938
405	0.8741901233	0.3115070437
406	0.8741901233	0.3111333739
407	0.8715963559	0.3109675427
408	0.8715963559	0.310846518
409	0.8728932396	0.3106873212
410	0.8728932396	0.3105672928
411	0.8741901233	0.3103870394
412	0.8741901233	0.3101708356
413	0.8741901233	0.3100936815
414	0.8741901233	0.3099181064
415	0.8741901233	0.3097895311
416	0.8741901233	0.3097406864
417	0.8741901233	0.3095981759
418	0.8741901233	0.309413408
419	0.8741901233	0.3093916109
420	0.8741901233	0.309203527
421	0.8741901233	0.3089160239
422	0.8741901233	0.3086719424
423	0.8741901233	0.3085578796
424	0.8741901233	0.3083063161
425	0.8741901233	0.3081111676
426	0.8741901233	0.3079579808
427	0.8741901233	0.3077004397
428	0.8741901233	0.3076433317
429	0.8741901233	0.3074662427
430	0.8741901233	0.3073108952
431	0.8741901233	0.3070946287
432	0.8767838908	0.3069969171
433	0.8767838908	0.3068134061
434	0.8767838908	0.3066509926
435	0.8741901233	0.3065277763
436	0.8754870071	0.3063868676
437	0.8754870071	0.3061980732
438	0.8754870071	0.306126099
439	0.8754870071	0.306056921
440	0.8767838908	0.3059033464
441	0.8767838908	0.3057300614
442	0.8776038995	0.3053900922
443	0.8776038995	0.3052047819
444	0.8763070158	0.3050359559
445	0.8776038995	0.3048033199
446	0.8789007832	0.304546638
447	0.8789007832	0.3044642618
448	0.8789007832	0.3042898648
449	0.880197667	0.3042286189
450	0.880197667	0.3040036158
451	0.8789007832	0.3038397211
452	0.8789007832	0.303627619
453	0.8789007832	0.3034845088
454	0.8789007832	0.303237056
455	0.8789007832	0.3031989553
456	0.879720792	0.3029880205
457	0.879720792	0.3028044742
458	0.879720792	0.3027196265
459	0.8789007832	0.3025845991
460	0.8789007832	0.3024689052
461	0.879243917	0.3022825263
462	0.879243917	0.3020197156
463	0.8800639258	0.3018420926
464	0.8800639258	0.3015933821
465	0.8800639258	0.3014396085
466	0.8800639258	0.3012043377
467	0.8800639258	0.3010688999
468	0.879243917	0.3009037802
469	0.879243917	0.3007671006
470	0.879243917	0.3006767553
471	0.8779470333	0.3004782457
472	0.8800639258	0.3002648312
473	0.8808839345	0.3001007924
474	0.8808839345	0.2998544824
475	0.8808839345	0.299723137
476	0.8808839345	0.2995796667
477	0.8821808182	0.2994191362
478	0.8808839345	0.299164719
479	0.8817039432	0.2990232287
480	0.8817039432	0.2989521251
481	0.8817039432	0.2988451706
482	0.883000827	0.2986762937
483	0.8834777019	0.2985915509
484	0.8834777019	0.2984401565
485	0.8847745856	0.2982537194
486	0.8847745856	0.2981519761
487	0.8847745856	0.2979241481
488	0.8834777019	0.2977791033
489	0.8842977107	0.2975613014
490	0.8821808182	0.2973840378
491	0.8821808182	0.2973316114
492	0.8817039432	0.2971861676
493	0.8821808182	0.2969744666
494	0.8821808182	0.2967937752
495	0.8821808182	0.2965242494
496	0.8821808182	0.2965012657
497	0.8821808182	0.2963880251
498	0.8821808182	0.2962667282
499	0.8821808182	0.2961731229
500	0.8821808182	0.2959920545
501	0.8821808182	0.2958533664
502	0.8821808182	0.2957107268
503	0.8821808182	0.2955111077
504	0.8817039432	0.2953601947
505	0.8817039432	0.2952697161
506	0.8817039432	0.2951907045
507	0.8817039432	0.2950520785
