iter	Passed	Remaining
201	1013	34124
202	1016	34044
203	1019	33969
204	1022	33886
205	1024	33797
206	1027	33705
207	1029	33632
208	1032	33551
209	1035	33492
210	1038	33415
211	1040	33329
212	1043	33243
213	1046	33169
214	1056	33348
215	1066	33486
216	1074	33575
217	1085	33762
218	1096	33947
219	1105	34067
220	1112	34137
221	1123	34293
222	1134	34474
223	1140	34509
224	1151	34665
225	1158	34727
226	1162	34682
227	1165	34621
228	1168	34564
229	1171	34479
230	1173	34394
231	1176	34308
232	1178	34226
233	1180	34137
234	1182	34052
235	1191	34140
236	1196	34145
237	1206	34277
238	1217	34451
239	1228	34592
240	1237	34696
241	1243	34722
242	1250	34783
243	1258	34854
244	1268	34971
245	1276	35042
246	1281	35041
247	1285	34992
248	1289	34950
249	1292	34888
250	1296	34848
251	1299	34807
252	1303	34774
253	1307	34730
254	1312	34709
255	1316	34679
256	1321	34667
257	1324	34605
258	1328	34566
259	1331	34526
260	1336	34504
261	1339	34454
262	1343	34402
263	1346	34347
264	1349	34297
265	1353	34260
266	1355	34192
267	1357	34105
268	1360	34031
269	1362	33955
270	1363	33864
271	1365	33778
272	1367	33705
273	1370	33648
274	1373	33583
275	1376	33524
276	1377	33436
277	1379	33355
278	1380	33265
279	1384	33216
280	1386	33157
281	1388	33088
282	1393	33064
283	1396	33017
284	1399	32966
285	1400	32888
286	1403	32825
287	1405	32753
288	1408	32700
289	1410	32646
290	1413	32577
291	1415	32514
292	1417	32441
293	1418	32359
294	1421	32307
295	1422	32221
296	1423	32134
297	1424	32046
298	1426	31966
299	1427	31883
300	1429	31816
301	1430	31736
302	1432	31654
303	1433	31574
304	1434	31493
305	1436	31414
306	1437	31333
307	1438	31252
308	1440	31183
309	1441	31105
310	1442	31028
311	1444	30955
312	1445	30879
313	1446	30803
314	1447	30727
315	1449	30653
316	1450	30579
317	1451	30504
318	1452	30430
319	1454	30361
320	1455	30288
321	1456	30216
322	1458	30147
323	1460	30085
324	1461	30019
325	1464	29983
326	1466	29927
327	1468	29877
328	1471	29829
329	1472	29767
330	1475	29737
331	1478	29685
332	1479	29627
333	1481	29567
334	1483	29511
335	1485	29459
336	1487	29411
337	1491	29405
338	1495	29380
339	1498	29348
340	1500	29301
341	1503	29262
342	1506	29233
343	1508	29181
344	1509	29122
345	1511	29077
346	1513	29015
347	1514	28956
348	1517	28915
349	1519	28872
350	1522	28838
351	1524	28789
352	1526	28742
353	1528	28699
354	1530	28649
355	1533	28621
356	1537	28606
357	1538	28550
358	1541	28511
359	1544	28480
360	1547	28452
361	1549	28412
362	1552	28384
363	1555	28360
364	1557	28315
365	1559	28266
366	1561	28224
367	1563	28169
368	1564	28113
369	1566	28070
370	1569	28040
371	1571	27995
372	1573	27947
373	1576	27928
374	1579	27912
375	1583	27900
376	1585	27858
377	1587	27819
378	1591	27799
379	1593	27752
380	1595	27712
381	1596	27659
382	1599	27627
383	1601	27587
384	1603	27550
385	1605	27516
386	1607	27469
387	1609	27429
388	1611	27394
389	1615	27372
390	1617	27339
391	1619	27308
392	1621	27260
393	1622	27208
394	1624	27156
395	1625	27104
396	1626	27054
397	1627	27002
398	1629	26959
399	1631	26912
400	1632	26864
401	1634	26823
402	1635	26775
403	1636	26726
404	1638	26676
405	1639	26627
406	1640	26577
407	1641	26524
408	1643	26486
409	1645	26447
410	1648	26421
411	1649	26377
412	1651	26341
413	1653	26297
414	1654	26251
415	1655	26203
416	1658	26185
417	1660	26140
418	1661	26099
419	1663	26054
420	1664	26009
421	1665	25964
422	1666	25918
423	1668	25874
424	1669	25829
425	1670	25786
426	1673	25755
427	1674	25715
428	1676	25672
429	1677	25628
430	1678	25584
431	1679	25539
432	1681	25495
433	1682	25451
434	1683	25408
435	1684	25367
436	1686	25333
437	1689	25304
438	1690	25262
439	1691	25222
440	1692	25179
441	1694	25136
442	1695	25095
443	1696	25055
444	1698	25013
445	1699	24970
446	1701	24941
447	1703	24918
448	1705	24879
449	1706	24838
450	1707	24796
451	1708	24755
452	1710	24714
453	1711	24676
454	1712	24635
455	1715	24615
456	1717	24587
457	1720	24574
458	1722	24546
459	1723	24508
460	1725	24474
461	1726	24435
462	1728	24402
463	1731	24383
464	1733	24356
465	1735	24334
466	1736	24296
467	1738	24261
468	1739	24225
469	1741	24190
470	1742	24151
471	1743	24116
472	1744	24077
473	1746	24042
474	1747	24006
475	1749	23974
476	1753	23977
477	1754	23942
478	1756	23907
479	1757	23871
480	1759	23843
481	1761	23819
482	1763	23796
483	1766	23783
484	1768	23759
485	1771	23738
486	1774	23737
487	1778	23738
488	1782	23733
489	1784	23704
490	1786	23685
491	1790	23681
492	1792	23661
493	1796	23659
494	1800	23654
495	1801	23624
496	1804	23614
497	1807	23602
498	1809	23577
499	1811	23555
500	1814	23539
501	1817	23526
502	1821	23526
503	1825	23528
504	1829	23524
505	1831	23501
506	1833	23475
507	1834	23441
